Date,Price_GRAE,Vol_GRAE,MACD_GRAE,RSI_GRAE,CCI_GRAE,ADX_GRAE,Price_SQPH,Vol_SQPH,MACD_SQPH,RSI_SQPH,CCI_SQPH,ADX_SQPH,Price_ACIF,Vol_ACIF,MACD_ACIF,RSI_ACIF,CCI_ACIF,ADX_ACIF
2009-11-18,158.2,2730000.0,0.0,100.0,-5.84067738033604,14.040714285714287,50.47,3310000.0,0.4855854855851476,63.804224510762445,92.89544235924899,17.86,109.71,85210.0,-2.088105391082138,35.79325321533938,-82.82439301287518,43.85
2009-11-19,164.0,1630000.0,0.46267806267806577,100.0,-5.84067738033604,14.040714285714287,50.56,2540000.0,0.5255140330000287,64.4447508253135,91.64420485175253,16.7,109.65,108200.0,-2.1951349021677373,35.68045457020804,-74.62354094270695,43.29
2009-11-22,165.7,872400.0,0.9555149714693982,100.0,-5.84067738033604,14.040714285714287,50.46,2160000.0,0.5428311110829043,63.108436315373105,81.21053338707539,15.81,110.6,116230.0,-2.178190674076191,38.960434470650426,-48.865594824940366,41.84
2009-11-23,168.5,1090000.0,1.5541135185683572,100.0,-5.84067738033604,14.040714285714287,51.8,5750000.0,0.6571070997679769,71.60513813074712,158.70718765074918,16.71,110.29,124580.0,-2.1648219406816764,38.274534312185025,-43.144851267121815,40.52
2009-11-24,174.8,1320000.0,2.5079543914400233,100.0,-5.84067738033604,14.040714285714287,52.81,3980000.0,0.8197209701079373,76.07744967660297,225.9348198970852,15.52,112.57,123160.0,-1.9477971844246298,45.828359592190765,8.33981806960576,37.73
2009-11-25,179.3,1230000.0,3.5856592987732085,100.0,-5.84067738033604,14.040714285714287,52.68,4710000.0,0.9274130796892877,74.45199343944267,201.98754789272027,14.96,113.65,91190.0,-1.6694125784178482,49.01144889626437,51.0904454777263,36.21
2009-11-26,180.0,1130000.0,4.444993237011175,100.0,-5.84067738033604,14.040714285714287,53.3,3670000.0,1.0506771190514357,76.97831937789788,158.14478091462192,14.25,110.6,182380.0,-1.675585179655613,41.58074624465827,-14.100143061515917,34.81
2009-12-01,177.3,1110000.0,4.8522207585707235,96.0049014985408,-5.84067738033604,14.040714285714287,53.38,2210000.0,1.1416597468246152,77.29037024716285,131.23575011399862,14.26,110.1,119540.0,-1.7012123153301673,40.49679963087203,-19.797979797980542,33.51
2009-12-02,174.7,921600.0,4.908570289609429,92.18559238170812,-5.84067738033604,14.040714285714287,52.52,2570000.0,1.1313280763127196,66.80694647467094,81.50513462422724,14.27,109.84,106310.0,-1.7226442613392408,39.914119520053106,-29.041755888651007,32.29
2009-12-03,173.6,773200.0,4.809031371880678,90.54440918058013,-5.84067738033604,14.040714285714287,52.68,2990000.0,1.1231043677770458,67.68513215830907,58.57025857025836,14.28,110.41,104420.0,-1.6743343129265327,41.888178703493224,-13.582392122793228,31.16
2009-12-06,171.8,796200.0,4.532651520419336,87.79015306935437,-5.84067738033604,14.040714285714287,52.22,2089999.9999999998,1.0671672244197268,62.560508806886695,43.229458232257436,14.48,110.41,155770.0,-1.6174039053333473,41.888178703493224,25.168819916928634,29.06
2009-12-07,170.1,752800.0,4.128847915765363,85.15554089687929,-5.84067738033604,14.040714285714287,52.04,2210000.0,0.9968214029925448,60.626188926827716,22.80998730427409,14.66,110.1,113400.0,-1.579097701032893,41.03776999799154,-57.193045671560206,27.11
2009-12-08,169.4,555000.0,3.7095847164978295,84.03719477345743,-5.84067738033604,14.040714285714287,52.02,1820000.0,0.9287519257719055,60.402715104307454,7.9943264492622905,14.83,108.13,219240.0,-1.6882412993612093,36.03156569175306,-150.12054859491587,25.3
2009-12-09,170.7,718200.0,3.4425313869691365,84.44574232286456,-5.84067738033604,14.040714285714287,52.03,1930000.0,0.865634792043231,60.481152893279294,-15.443465883817915,14.97,109.33,245540.0,-1.658786952759641,40.77132751286543,-129.59843866966088,23.62
2009-12-10,169.2,924400.0,3.074412323811714,81.8429050232908,-40.67332158935223,14.040714285714287,51.96,1980000.0,0.800735216705462,59.59128526012319,-19.445471349352072,15.69,110.92,153720.0,-1.4899690236243828,46.43469733350428,-43.63465160075291,22.53
2009-12-13,171.6,813600.0,2.9424169059668657,82.75859124238245,-38.7005649717513,14.040714285714287,51.7,2730000.0,0.7200220426749553,56.279115382045084,-42.05485415759764,15.84,111.75,128680.0,-1.2745137341466375,49.16715231015098,93.86605388977432,22.99
2009-12-14,176.0,1000000.0,3.1564670269605983,84.31985574260725,41.85068349106235,14.040714285714287,51.85,1630000.0,0.660545657976698,57.73852464888386,-69.75601193610713,15.97,110.16,50400.0,-1.2180229662179585,44.485573286763625,-14.701005858295016,23.41
